41334 | 3.28 | 71.20 | 232.00
41437 | 3.28 | 70.70 | 232.00
41540 | 3.28 | 70.10 | 230.00
41643 | 3.29 | 72.40 | 240.00
41746 | 3.28 | 70.60 | 232.00
41849 | 3.28 | 70.30 | 232.00
41952 | 3.29 | 71.90 | 236.00
42055 | 3.28 | 70.20 | 230.00
42158 | 3.28 | 70.40 | 232.00
42261 | 3.28 | 71.00 | 232.00
42364 | 3.28 | 70.30 | 232.00
42467 | 3.28 | 70.10 | 232.00
42570 | 3.28 | 71.50 | 236.00
42673 | 3.28 | 72.80 | 232.00
42776 | 3.28 | 70.50 | 232.00
42879 | 3.28 | 70.40 | 232.00
42982 | 3.28 | 70.40 | 236.00
43085 | 3.28 | 70.70 | 232.00
43188 | 3.28 | 71.10 | 232.00
43291 | 3.28 | 71.00 | 236.00
43394 | 3.29 | 70.30 | 232.00
43497 | 3.28 | 70.00 | 230.00
43600 | 3.28 | 70.20 | 232.00
43703 | 3.28 | 71.40 | 236.00
43806 | 3.28 | 70.40 | 232.00
43909 | 3.29 | 70.50 | 232.00
44012 | 3.28 | 72.80 | 240.00
44115 | 3.28 | 70.20 | 230.00
44218 | 3.29 | 70.80 | 232.00
44321 | 3.28 | 71.30 | 232.00
44424 | 3.29 | 70.20 | 230.00
44527 | 3.28 | 70.90 | 236.00
44630 | 3.28 | 71.30 | 236.00
44733 | 3.28 | 71.20 | 230.00
44836 | 3.28 | 70.70 | 232.00
44939 | 3.28 | 70.20 | 230.00
45042 | 3.28 | 71.70 | 232.00
45145 | 3.28 | 70.90 | 232.00
45248 | 3.29 | 70.70 | 232.00
45351 | 3.29 | 71.50 | 240.00
45454 | 3.29 | 70.70 | 232.00
45557 | 3.28 | 70.40 | 232.00
45660 | 3.29 | 70.80 | 236.00
45763 | 3.28 | 70.90 | 232.00
45866 | 3.28 | 70.20 | 232.00
45969 | 3.28 | 71.40 | 236.00
46072 | 3.29 | 71.20 | 232.00
46175 | 3.29 | 49.10 | 160.00
46278 | 3.27 | 126.30 | 412.00
46381 | 3.29 | 52.10 | 170.00
46484 | 3.27 | 126.90 | 416.00
46587 | 3.28 | 50.60 | 168.00
46690 | 3.27 | 127.20 | 416.00
46793 | 3.29 | 50.20 | 168.00
46896 | 3.29 | 50.40 | 168.00
46999 | 3.29 | 50.30 | 168.00
47102 | 3.29 | 51.60 | 168.00
47205 | 3.28 | 70.70 | 232.00
47308 | 3.28 | 71.00 | 232.00
47411 | 3.29 | 72.80 | 232.00
47514 | 3.28 | 70.70 | 232.00
47617 | 3.29 | 70.40 | 400.00
47720 | 3.28 | 108.40 | 488.00
47823 | 3.28 | 147.40 | 482.00
47926 | 3.26 | 145.80 | 478.00
48029 | 3.26 | 148.00 | 482.00
48132 | 3.26 | 142.50 | 466.00
48235 | 3.26 | 147.50 | 482.00
48338 | 3.26 | 142.90 | 468.00
48441 | 3.27 | 143.40 | 468.00
48544 | 3.27 | 143.20 | 468.00
48647 | 3.27 | 145.80 | 476.00
48750 | 3.26 | 144.30 | 472.00
48853 | 3.27 | 143.30 | 476.00
48956 | 3.26 | 142.70 | 466.00
49059 | 3.26 | 143.80 | 468.00
49162 | 3.29 | 71.00 | 232.00
49265 | 3.29 | 70.70 | 232.00
49368 | 3.29 | 71.40 | 236.00
49471 | 3.26 | 144.30 | 236.00
49574 | 3.28 | 71.30 | 232.00
49677 | 3.28 | 71.80 | 240.00
49780 | 3.28 | 74.20 | 242.00
49883 | 3.28 | 71.30 | 232.00
49986 | 3.28 | 71.80 | 240.00
50089 | 3.27 | 144.70 | 472.00
50192 | 3.28 | 72.20 | 236.00
50295 | 3.28 | 72.40 | 236.00
50398 | 3.28 | 72.50 | 240.00
50501 | 3.28 | 71.80 | 236.00
50604 | 3.28 | 71.90 | 236.00
50707 | 3.29 | 71.80 | 236.00
50810 | 3.28 | 73.50 | 236.00
50913 | 3.29 | 71.60 | 236.00
51016 | 3.28 | 71.10 | 232.00
51119 | 3.28 | 72.50 | 242.00
51222 | 3.28 | 71.50 | 236.00
51325 | 3.28 | 71.50 | 236.00
51428 | 3.28 | 72.70 | 240.00
51531 | 3.28 | 72.20 | 236.00
51634 | 3.28 | 71.50 | 236.00
51737 | 3.28 | 72.70 | 240.00
51840 | 3.28 | 72.00 | 236.00
51943 | 3.29 | 70.80 | 232.00
52046 | 3.28 | 71.60 | 240.00
52149 | 3.27 | 128.70 | 422.00
52252 | 3.29 | 51.20 | 168.00
52355 | 3.27 | 126.80 | 416.00
52458 | 3.29 | 51.00 | 168.00
52561 | 3.29 | 50.50 | 168.00
52664 | 3.29 | 50.60 | 168.00
52767 | 3.29 | 51.30 | 170.00
52870 | 3.29 | 51.10 | 168.00
52973 | 3.29 | 50.10 | 164.00
53076 | 3.29 | 50.20 | 164.00
53179 | 3.28 | 72.50 | 232.00
53282 | 3.29 | 70.20 | 230.00
53385 | 3.28 | 70.50 | 232.00
53488 | 3.28 | 72.10 | 236.00
53591 | 3.28 | 70.30 | 232.00
53694 | 3.28 | 70.50 | 232.00
53797 | 3.28 | 71.40 | 240.00
53900 | 3.28 | 70.30 | 230.00
54003 | 3.28 | 70.90 | 232.00
54106 | 3.26 | 147.90 | 484.00
54209 | 3.28 | 70.40 | 232.00
54312 | 3.28 | 70.70 | 232.00
54415 | 3.29 | 71.00 | 232.00
54518 | 3.28 | 71.40 | 236.00
54621 | 3.29 | 70.70 | 232.00
54724 | 3.28 | 70.70 | 232.00
54827 | 3.28 | 72.40 | 240.00
54930 | 3.29 | 70.70 | 232.00
55033 | 3.28 | 70.10 | 230.00
55136 | 3.28 | 71.80 | 236.00
55239 | 3.29 | 71.10 | 232.00
55342 | 3.28 | 70.50 | 232.00
55445 | 3.28 | 71.90 | 236.00
55548 | 3.28 | 71.90 | 232.00
55651 | 3.28 | 70.20 | 230.00
55754 | 3.28 | 70.90 | 232.00
55857 | 3.28 | 72.70 | 236.00
55960 | 3.28 | 70.60 | 232.00
56063 | 3.29 | 71.40 | 236.00
56166 | 3.28 | 72.10 | 236.00
56269 | 3.28 | 70.70 | 232.00
56372 | 3.28 | 70.90 | 232.00
56475 | 3.28 | 71.10 | 232.00
56578 | 3.28 | 71.40 | 236.00
56681 | 3.28 | 71.20 | 232.00
56784 | 3.28 | 72.10 | 236.00
56887 | 3.28 | 72.50 | 240.00
56990 | 3.29 | 72.00 | 236.00
57093 | 3.29 | 71.30 | 232.00
57196 | 3.28 | 74.80 | 246.00
57299 | 3.28 | 72.30 | 236.00
57402 | 3.28 | 73.00 | 240.00
57505 | 3.28 | 73.40 | 242.00
57608 | 3.28 | 72.10 | 236.00
57711 | 3.28 | 72.20 | 236.00
57814 | 3.29 | 73.00 | 240.00
57917 | 3.28 | 74.00 | 242.00
58020 | 3.28 | 73.10 | 240.00
58123 | 3.27 | 128.30 | 432.00
58226 | 3.29 | 52.20 | 170.00
58329 | 3.27 | 126.50 | 412.00
58432 | 3.29 | 50.40 | 164.00
58535 | 3.28 | 50.40 | 168.00
58638 | 3.29 | 50.20 | 164.00
58741 | 3.29 | 49.90 | 168.00
58844 | 3.29 | 50.90 | 168.00
